Name,Description,Category,Unit Price,Bookable,Duration Minutes,Quantity Enabled,Minimum Quantity,Maximum Quantity,Taxable,Active
Electrical: Run LED Strip Lighting,"",Service,75.0,false,,"","","",true,true
Carpentry: Picture Frame Wall Molding Installation,"",Service,65.0,false,,"","","",true,true
Materials: Molding Supplies,"Caulk
Finish nails
Liquid nails
Etc",Service,50.0,false,,"","","",true,true
Misc: Wallpaper Hanging,Customer to provide wallpaper,Service,65.0,false,,"","","",true,true
Framing: Kitchen Island,"",Service,65.0,false,,"","","",true,true
Electrical: Under Cabinet Lighting Install,Customer to provide lighting fixture,Service,1000.0,false,,"","","",true,true
Materials: Backsplash Tile Supplies,"Thinset
Spacers
Sponges
etc",Service,250.0,false,,"","","",true,true
Materials: Wallpaper Supplies,"",Service,200.0,false,,"","","",true,true
Materials: Concrete,"",Service,500.0,false,,"","","",true,true
Materials: Kitchen Tile Supplies,"Thinset
Spacers
Sponges
etc",Service,250.0,false,,"","","",true,true
Pour new concrete subfloor,"After rough plumbing install

",Service,65.0,false,,"","","",true,true
Materials: Toilet Flange,"",Service,50.0,false,,"","","",true,true
Carpentry: Access Panel Installation,"",Service,65.0,false,,"","","",true,true
Materials: Access Panel,"Plywood
Finish trim",Service,0.0,false,,"","","",true,true
Carpentry: Cabinet Patching,Patch open area over newly installed stove with finish trim,Service,65.0,false,,"","","",true,true
Materials: Cabinet Patch,"",Service,50.0,false,,"","","",true,true
Materials: Vanity,"",Service,0.0,false,,"","","",true,true
Glass Half Shower Wall,Includes Labor and Materials,Service,1000.0,false,,"","","",true,true
Materials: Shower Fixture,$X budget,Service,0.0,false,,"","","",true,true
Materials: Bathroom Floor Tile,Customer Material Budget: $x per LF,Service,0.0,false,,"","","",true,true
Materials: Bathroom Floor Grout,"",Service,100.0,false,,"","","",true,true
Materials: Shower Wall Tile,Customer Material Budget: $X per LF,Service,0.0,false,,"","","",true,true
Materials: Mosaic Shower Floor Tile,Customer Material Budget: $X per LF,Service,0.0,false,,"","","",true,true
Appliance: Wine Fridge Install,"",Service,0.0,false,,"","","",true,true
Materials: Prehung Door,"",Service,0.0,false,,"","","",true,true
Carpentry: Install Door Hardware,Customer to provide hardware,Service,0.0,false,,"","","",true,true
Materials: Door Hardware,Customer Budget: $X per door,Service,0.0,false,,"","","",true,true
Carpentry: Door Casing Trim,"Install new customer provided door casing 

",Service,65.0,false,,"","","",true,true
Materials: Door Casing,"",Service,0.0,false,,"","","",true,true
Materials: Towel bar Set,"Customer Budget $X per set
",Service,0.0,false,,"","","",true,true
Materials: Bathroom Mirror,Customer Budget: $X,Service,0.0,false,,"","","",true,true
Materials: Shower Curb Topper,"",Service,0.0,false,,"","","",true,true
Materials: Shower Edging,"",Service,0.0,false,,"","","",true,true
Carpentry: Wire Shelving Installation,"",Service,65.0,false,,"","","",true,true
Carpentry: Stain Baseboard Trim,"",Service,65.0,false,,"","","",true,true
Carpentry: Bifold Door Stain,"",Service,65.0,false,,"","","",true,true
Carpentry: Deck Post Repair,"",Service,100.0,false,,"","","",true,true
Misc: Baseboard Caulk,"",Service,65.0,false,,"","","",true,true
Misc: Removal of Basketball Hoop,"",Service,65.0,false,,"","","",true,true
Carpentry: Custom Cabinet Topper,"",Service,65.0,false,,"","","",true,true
Misc: Install Basketball Hoop,"",Service,65.0,false,,"","","",true,true
Electric: Move Chandelier ,"",Service,250.0,false,,"","","",true,true
Flooring: Install new outdoor flooring on patio,"",Service,65.0,false,,"","","",true,true
Materials: Cabinet Door,"",Service,100.0,false,,"","","",true,true
Materials: Large Format Backsplash Tile,Budget 1 case @$50,Service,50.0,false,,"","","",true,true
Carpentry: Wall Paneling,"",Service,65.0,false,,"","","",true,true
Electrical: LED Light Installation,"",Service,150.0,false,,"","","",true,true
Carpentry: Roofing,"",Service,75.0,false,,"","","",true,true
Carpentry: Screen Framing and Installation,"",Service,65.0,false,,"","","",true,true
Materials: Roofing,"",Service,0.0,false,,"","","",true,true
Materials: Screen Framing,"",Service,0.0,false,,"","","",true,true
Materials: Finish Carpentry,"",Service,0.0,false,,"","","",true,true
Rough Plumbing: Washer Dryer Hookup Adjustment,"",Service,400.0,false,,"","","",true,true
Electrical: Relocate Outlet,"Assumes move will be no farther than 4'
If farther will require change order at additional cost",Service,250.0,false,,"","","",true,true
Plumbing: Rough in for Washer Dryer Hookups,"Hot and cold water lines
Drain line",Service,400.0,false,,"","","",true,true
Electrical: Run New Circuit from Panel For Dryer,"",Service,400.0,false,,"","","",true,true
Electrical: Upgrade Electric Panel,"",Service,3000.0,false,,"","","",true,true
Electrical: Replace Light Switch,"Replace existing light switch with new
Will utilize existing wiring
If wiring changes are needed will require change order at additional cost",Service,150.0,false,,"","","",true,true
Architectural Plans,"",Service,0.0,false,,"","","",true,true
Carpentry: Structural Beam Installation,"",Service,0.0,false,,"","","",true,true
Materials: Structural Roof Deck Beams,"",Service,0.0,false,,"","","",true,true
Materials: Composite Decking,"",Service,0.0,false,,"","","",true,true
Materials: Deck Railings,"",Service,0.0,false,,"","","",true,true
Materials: Stairs,"",Service,0.0,false,,"","","",true,true
Electrical: Basic Outdoor Light Fixture,"",Service,350.0,false,,"","","",true,true
Parking Expenses,"",Service,40.0,false,,"","","",true,true
Flooring: Install Vinyl Flooring Step,"",Service,130.0,false,,"","","",true,true
Materials: Plywood,"",Service,100.0,false,,"","","",true,true
Materials: Misc Carpentry,"",Service,100.0,false,,"","","",true,true
Carpentry: Install New Single Vanity,"Single bowl vanity

Customer to provide vanity

Max vanity size is 36""
If larger vanity selected will require change order at additional cost
Will use existing plumbing.  If significant changes are required to plumbing to facilitate install will require change order at additional cost",Service,400.0,false,,"","","",true,true
Carpentry: Install New Large Scale Mirror,Customer to provide large mirror,Service,400.0,false,,"","","",true,true
Carpentry: Closet Door Hinge Repair,"Repair broken closet door hinge

",Service,65.0,false,,"","","",true,true
Materials: Toilet Mechanism,"",Service,30.0,false,,"","","",true,true
Plumbing: Sink Unclog,"",Service,120.0,false,,"","","",true,true
Materials: Vapor Barrier,"",Service,100.0,false,,"","","",true,true
Materials: Toilet Wax Ring,"",Service,20.0,false,,"","","",true,true
Plumbing: Fixture Repair,"",Service,250.0,false,,"","","",true,true
Materials: Window Screen Repair,"",Service,50.0,false,,"","","",true,true
Electrical: Replace Broken Outlet Cover,"",Service,50.0,false,,"","","",true,true
Materials: Stainless Steel Laundry Hoses,"",Service,200.0,false,,"","","",true,true
Misc: Toilet Seat Cover Repair,"",Service,150.0,false,,"","","",true,true
Misc: Mold Remediation,"",Service,65.0,false,,"","","",true,true
Materials: Mold Remediation,"",Service,200.0,false,,"","","",true,true
Carpentry: Door Seal Replacement,"",Service,65.0,false,,"","","",true,true
Materials: Door seal,"",Service,50.0,false,,"","","",true,true
Materials: Floor Sealant,"",Service,200.0,false,,"","","",true,true
Spam Request Administration Fee,"Per website quote submission form:

""Note to Solicitors: This form is strictly for homeowners and property owners seeking remodeling or renovation services. Sales solicitations submitted through this form may be subject to a $100 administrative handling fee.""",Service,100.0,false,,"","","",true,true
Carpentry: Banquette‑Style Bench Installation,Custom built 5' long banquette style bench installation in eating area Customer to provide all finish materials: labor only,Service,75.0,false,,"","","",true,true
Framing: LVP Beam,"",Service,65.0,false,,"","","",true,true
Materials: LVP Beam,"",Service,0.0,false,,"","","",true,true
Electrical: Install Bathroom Exhaust Fan,"Replace existing vent fan with new
Customer to supply vent fan

Existing electrical and ductwork will be used, if new electrical or ductwork needs to be run will require a change order at additional cost
If substantial opening changes are needed to fit newly selected vent fan, will require change order at additional cost",Service,65.0,false,,"","","",true,true
Plumbing: Leak Repair,"",Service,800.0,false,,"","","",true,true
Material: Fiberglass Bat Insulation,"",Service,100.0,false,,"","","",true,true
HVAC: Install New Ductwork for Over the Range Hood Vent,"No more than 6' travel distance from hood to exterior of home
If longer will require change order at additional cost",Service,500.0,false,,"","","",true,true
Carpentry: Install Oak Treads and White Painted Risers on Staircase,"",Service,100.0,false,,"","","",true,true
Tile: Wall Tile Sealant Application,"",Service,65.0,false,,"","","",true,true
Materials: Wall Tile Sealant,"",Service,200.0,false,,"","","",true,true
Tile: Install Shower Bench,"",Service,75.0,false,,"","","",true,true
HVAC: Install new Laundry Vent,"",Service,800.0,false,,"","","",true,true
Materials: Insulation,Bat insulation,Service,100.0,false,,"","","",true,true
Carpentry: Subfloor Installation,"",Service,65.0,false,,"","","",true,true
Flooring: Underlayment Installation,"",Service,65.0,false,,"","","",true,true
Materials: Shower Niche,"",Service,100.0,false,,"","","",true,true
materials: Self Leveling Cement,"",Service,300.0,false,,"","","",true,true
Room Design: Full Design with Renderings,"Design package includes Floorplan, Moodboard, Rendered Image (before & after photo), Document with all links, notes and recommendations, and a Video Call Design Presentation

Includes renderings",Service,1000.0,false,,"","","",true,true
Carpentry: Install Baseboard Trim and Shoe,Customer to provide trim,Service,65.0,false,,"","","",true,true
Coordination Charge,"",Service,500.0,false,,"","","",true,true
Insulation: Insulate One Exterior Wall,"",Service,65.0,false,,"","","",true,true
Plumbing: Shower Valve Two Way Diverter,"",Service,400.0,false,,"","","",true,true
Plumbing: Certified Plumbing Inspection,"",Service,500.0,false,,"","","",true,true
Tile: Install Mosaic Tiled Shower Floor,"Tile and grout to be provided by customer
",Service,75.0,false,,"","","",true,true
Carpentry: Install Banister,Customer to provide banister,Service,0.0,false,,"","","",true,true
Carpentry: Build Base for Kitchen Peninsula,"",Service,65.0,false,,"","","",true,true
Materials: Kitchen Peninsula Framing,"",Service,65.0,false,,"","","",true,true
Appliance: Install Over Range Vent,"",Service,250.0,false,,"","","",true,true
Carpentry: Custom Shelving Installation,"",Service,65.0,false,,"","","",true,true
Painting: Handrail Stain,"",Service,65.0,false,,"","","",true,true
Tile: Regrout,"",Service,65.0,false,,"","","",true,true
Tile: Individual Replacement,"",Service,75.0,false,,"","","",true,true
Misc: Install Non Custom Over Tub Sliding Glass Shower Doors,"",Service,65.0,false,,"","","",true,true
Carpentry: Install Balusters,"Customer to provide finish materials

",Service,65.0,false,,"","","",true,true
Materials: Plumbing Shut Off Valve,"",Service,20.0,false,,"","","",true,true
Materials: Carpet Shampoo,"",Service,50.0,false,,"","","",true,true
Materials: Window Casing,"",Service,50.0,false,,"","","",true,true
Carpentry: Convert mortice to cylindrical locks,"",Service,250.0,false,,"","","",true,true
Carpentry: Hang Blinds,"",Service,65.0,false,,"","","",true,true
Carpentry: Built in Drawer Runner Installation,"",Service,65.0,false,,"","","",true,true
Carpentry: Radiator cover install,"",Service,65.0,false,,"","","",true,true
HVAC: Radiator Maintenance,"Swap air valves and turn valves as needed, ensure proper leveling across 6x radiators",Service,0.0,false,,"","","",true,true
Materials: Radiator Supplies,"",Service,50.0,false,,"","","",true,true
Carpentry: Toilet Paper Holder,"",Service,120.0,false,,"","","",true,true
Materials: Schluter Tile Edge Trim,"",Service,300.0,false,,"","","",true,true
Tile: Schluter Tile Edge Trim,Install customer provided schluter edge trim around all finished edges of installed tile,Service,65.0,false,,"","","",true,true
Electrical: Schluter,"Customer to provide

- For heated floors",Service,500.0,false,,"","","",true,true
Framing: Shower Bench Creation,Frame out standard sized shower bench for tiled shower installation ,Service,65.0,false,,"","","",true,true
HVAC: Kitchen Hood Vent Exterior Hole Creation,"",Service,65.0,false,,"","","",true,true
Electrical: Radiant Flooring Install,"",Service,1000.0,false,,"","","",true,true
Electrical: Light Fixture Elimination,"",Service,100.0,false,,"","","",true,true
Materials: GFCI Outlet,"",Service,20.0,false,,"","","",true,true
Plumbing: Gas Line Cancellation,"",Service,400.0,false,,"","","",true,true
Plumbing: Ejector Pit Install,"",Service,6500.0,false,,"","","",true,true
Tile: Install new Tiled Tub Surround,"Includes professional layout, wet cutting of tile as required for proper fit, setting, and grouting of wall tile in shower surround.

Does not include shelves, niches, benches, or decorative inlays. If desired, these require a change order at additional cost.

Customer to provide tile and grout.

Pricing assumes large-format tile approximately 12x12 or 12×24. Smaller format, mosaic, or specialty tile patterns require a change order due to increased labor.
",Service,75.0,false,,"","","",true,true
Electrical: Light Switch Relocation,"",Service,250.0,false,,"","","",true,true
Electrical: Breaker Installation,"",Service,250.0,false,,"","","",true,true
Tile: Shower Height Adjustment,"",Service,75.0,false,,"","","",true,true
Electrical: Install New Pendant Light,"Customer to provide light fixture
Will use existing electrical.  If substantial updates are needed will require a change order at additional cost
",Service,350.0,false,,"","","",true,true
Carpentry: Oak Tread Installation,"",Service,250.0,false,,"","","",true,true
Tile: Install New Fireplace Mantel,Install new customer provided mantel in fireplace,Service,0.0,false,,"","","",true,true
Tile: Install New Tile Around Fireplace Mantel,Install customer provided tile around mantel of fireplace,Service,65.0,false,,"","","",true,true
Electrical: Cord Tunnel Conduit Install,"",Service,65.0,false,,"","","",true,true
Carpentry: Toe Kick Installation,"",Service,65.0,false,,"","","",true,true
Countertops: Size Adjustment,"",Service,200.0,false,,"","","",true,true
Materials: Rough Electric,"Conduit, wiring, boxes required",Service,100.0,false,,"","","",true,true
Electrical: Light fixture cancellation,Removal of existing recessed lights in kitchen and living room. 6 total lights.,Service,100.0,false,,"","","",true,true
carpentry: Install New Treads,"",Service,0.0,false,,"","","",true,true
Floor Deep Clean,Flooring will be deep cleaned before installation of shoe and custom toe kick.,Service,0.0,false,,"","","",true,true
Carpentry: Carpet Installation,"",Service,0.0,false,,"","","",true,true
Appliances: Re Install Microwave,"",Service,150.0,false,,"","","",true,true
Appliances: Re Install Dishwasher,"",Service,150.0,false,,"","","",true,true
Masonry: Brick Repair,"",Service,65.0,false,,"","","",true,true
Carpentry: Hang Curtain Rod,Customer to Provide Curtain Rod,Service,0.0,false,,"","","",true,true
Misc: Handyman Work,"",Service,65.0,false,,"","","",true,true
Carpentry: Install new Sliding Glass Exterior Door,"Customer to provide door
Assumes standard opening
If substantial adjustments are needed will require change order at additional cost",Service,800.0,false,,"","","",true,true
Framing: Header Installation,"",Service,400.0,false,,"","","",true,true
Materials: Header,"",Service,200.0,false,,"","","",true,true
Materials: Brick Repair Supplies,"Mortar, buckets, sponges, etc",Service,100.0,false,,"","","",true,true
Plumbing: Misc Rough,Remove and replace cracked cast iron in kitchen sink drain line,Service,400.0,false,,"","","",true,true
Carpentry: Install New Handrail,"",Service,65.0,false,,"","","",true,true
Materials: Wainscotting,"",Service,100.0,false,,"","","",true,true
Plumbing: Gas Line Install,"",Service,0.0,false,,"","","",true,true
HVAC: Install Thermostat,"",Service,0.0,false,,"","","",true,true
Plumbing: Install Hot Water Heater,"",Service,0.0,false,,"","","",true,true
Framing: Soffit,"",Service,0.0,false,,"","","",true,true
